time_spent_weekly,quiz_score_avg,forum_posts,video_watched_percent,assignments_submitted,login_frequency,session_duration_avg,device_type,course_difficulty,region,engagement_level,Student_ID,Gender,Study_Hours_per_Week,Attendance_Rate,Past_Exam_Scores,Parental_Education_Level,Internet_Access_at_Home,Extracurricular_Activities,Final_Exam_Score,Pass_Fail,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
349.67141530112326,90.99033154879004,1.0,20.79753877876148,4.0,2.0,51.30025712922554,Desktop,Easy,Suburban,Low,,,,,,,,,,,,,,,,,,
286.1735698828815,83.86950524369153,1.0,26.78129235410665,5.0,4.0,47.76036217151045,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
364.7688538100692,70.89445554880261,4.0,84.610069565038,1.0,11.0,62.805733819022336,Mobile,Easy,Rural,Medium,,,,,,,,,,,,,,,,,,
452.30298564080255,60.2959483344164,1.0,81.71786758876851,9.0,2.0,37.976527458444565,Mobile,Medium,Suburban,Medium,,,,,,,,,,,,,,,,,,
276.5846625276664,80.47334970420386,3.0,93.21110563239168,9.0,4.0,43.21218351051874,Desktop,Easy,Suburban,Medium,,,,,,,,,,,,,,,,,,
276.586304305082,75.90228078132624,1.0,88.36123487285997,0.0,5.0,51.31491927417854,Desktop,Hard,Suburban,Medium,,,,,,,,,,,,,,,,,,
457.9212815507392,83.42789830041599,2.0,74.65404505918545,3.0,4.0,46.08622556592756,Desktop,Easy,Rural,Medium,,,,,,,,,,,,,,,,,,
376.7434729152909,79.52757702522955,5.0,24.186628584053025,6.0,4.0,46.01870161201332,Desktop,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
253.0525614065048,85.74329072979003,4.0,82.6278894389326,5.0,1.0,58.49668804989469,Tablet,Medium,Suburban,Medium,,,,,,,,,,,,,,,,,,
354.25600435859644,61.97147182659148,3.0,87.64086486724483,9.0,2.0,19.5591774072066,Mobile,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
253.65823071875377,89.76091098451488,3.0,83.92657166175636,0.0,9.0,75.50188617708358,Desktop,Medium,Rural,Medium,,,,,,,,,,,,,,,,,,
253.42702464297432,72.963994070386,5.0,60.67832282464209,0.0,6.0,52.28850026976842,Desktop,Hard,Urban,Low,,,,,,,,,,,,,,,,,,
324.1962271566034,100.0,3.0,38.63214709195853,7.0,7.0,38.99608005278614,Tablet,Easy,Rural,Medium,,,,,,,,,,,,,,,,,,
108.67197553422022,59.66218272865648,2.0,87.62639805509814,3.0,6.0,69.42079362523185,Mobile,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
127.50821674869673,96.03945704747876,1.0,78.17302477921108,4.0,4.0,46.553010760556006,Mobile,Hard,Rural,Low,,,,,,,,,,,,,,,,,,
243.77124707590272,72.96866175193972,2.0,98.46089395110812,6.0,10.0,46.94847806394386,Desktop,Medium,Rural,Medium,,,,,,,,,,,,,,,,,,
198.71688796655764,60.22872994578327,1.0,32.45540782047463,7.0,3.0,41.77945075970055,Mobile,Hard,Urban,Low,,,,,,,,,,,,,,,,,,
331.4247332595274,62.741712489185176,2.0,38.053166644164406,9.0,9.0,67.0154049580133,Desktop,Easy,Suburban,Low,,,,,,,,,,,,,,,,,,
209.1975924478789,65.1947903770852,1.0,36.943851990520216,6.0,0.0,44.859735312481625,Mobile,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
158.76962986647086,76.36248919602875,3.0,83.40318140970695,1.0,8.0,36.623760512088026,Tablet,Easy,Urban,Medium,,,,,,,,,,,,,,,,,,
446.5648768921554,77.8425323205325,3.0,34.95258371600946,3.0,7.0,59.981594532897766,Desktop,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
277.4223699513464,61.394499940921314,6.0,25.332786385864487,9.0,1.0,62.74433063633048,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
306.7528204687924,69.63468111608526,5.0,99.8848645268503,0.0,3.0,69.0991247050821,Desktop,Easy,Suburban,Low,,,,,,,,,,,,,,,,,,
157.5251813786543,100.0,6.0,21.98537691561193,9.0,4.0,54.50398563074451,Desktop,Medium,Rural,Medium,,,,,,,,,,,,,,,,,,
245.56172754748167,95.91314755151066,1.0,86.81952481270925,8.0,4.0,62.19399742864725,Desktop,Easy,Suburban,Medium,,,,,,,,,,,,,,,,,,
311.0922589709866,76.54485504511048,2.0,49.22934732405223,2.0,5.0,41.11120211102561,Tablet,Hard,Urban,Low,,,,,,,,,,,,,,,,,,
184.90064225776973,70.570052172523,4.0,87.32923678062522,2.0,8.0,60.3869912992246,Desktop,Easy,Rural,Medium,,,,,,,,,,,,,,,,,,
337.5698018345672,71.80046990077392,2.0,64.36963929689159,9.0,8.0,56.137839089008,Mobile,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
239.9361310081195,79.20276959095625,1.0,92.1304983589088,8.0,4.0,52.956904034139896,Mobile,Medium,Suburban,Medium,,,,,,,,,,,,,,,,,,
270.8306250206723,54.65811152202392,4.0,94.09543891317011,9.0,1.0,21.643128588494555,Tablet,Easy,Suburban,Low,,,,,,,,,,,,,,,,,,
239.82933877706031,66.13935193864982,4.0,20.72785450246208,2.0,7.0,39.17739039683888,Mobile,Medium,Rural,Low,,,,,,,,,,,,,,,,,,
485.2278184508938,44.97123889183616,1.0,26.032974079423063,7.0,3.0,44.31427489980214,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
298.6502775262066,75.98834683907918,4.0,40.02869836566844,1.0,2.0,52.97394040852842,Desktop,Hard,Rural,Low,,,,,,,,,,,,,,,,,,
194.22890710441,79.70793909554112,3.0,73.54523330908013,2.0,7.0,81.0110566308669,Desktop,Medium,Rural,Medium,,,,,,,,,,,,,,,,,,
382.2544912103189,62.75220306550939,1.0,91.06177572092048,1.0,2.0,57.88865874528136,Mobile,Medium,Rural,Low,,,,,,,,,,,,,,,,,,
177.91563500289777,93.6098014493505,2.0,56.79535610351702,0.0,8.0,32.84979958842957,Desktop,Hard,Urban,Medium,,,,,,,,,,,,,,,,,,
320.8863595004755,51.61351505496488,1.0,68.55784930194123,1.0,6.0,37.79634720226324,Desktop,Hard,Rural,Low,,,,,,,,,,,,,,,,,,
104.03298761202244,48.0343767968527,2.0,35.07998822364489,7.0,4.0,65.84795553525987,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
167.18139511015696,73.36677727839958,2.0,84.39734671053483,8.0,6.0,37.13669678823199,Mobile,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
319.68612358691234,85.70647453918232,3.0,97.38624890827758,1.0,5.0,60.28056746282021,Desktop,Medium,Rural,Medium,,,,,,,,,,,,,,,,,,
373.846657999541,95.25891537186804,4.0,41.4879146331678,6.0,3.0,46.758331353535134,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
317.1368281189971,63.1167360569659,4.0,59.58607612804371,4.0,9.0,42.50416590800361,Desktop,Hard,Urban,Low,,,,,,,,,,,,,,,,,,
288.4351717611759,86.18021250146944,0.0,26.889288840509906,2.0,5.0,37.36401915063123,Mobile,Medium,Rural,Low,,,,,,,,,,,,,,,,,,
269.8896304410711,69.42237295748939,3.0,64.73093251703747,8.0,5.0,10.0,Mobile,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
152.14780096325725,67.41059050088771,0.0,60.222675347734445,5.0,6.0,53.09626686301204,Desktop,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
228.01557916052917,83.25489906230008,3.0,31.554918732406207,0.0,5.0,29.21805355484896,Mobile,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
253.9361229040213,79.78484317620129,1.0,55.365297049446,4.0,4.0,23.724486003527318,Desktop,Easy,Suburban,Low,,,,,,,,,,,,,,,,,,
405.7122226218916,46.35411764523626,4.0,46.72837216692506,6.0,3.0,48.71662052828776,Desktop,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
334.3618289568461,92.14810524588844,5.0,61.746470024415146,3.0,2.0,60.44314316936664,Desktop,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
123.6959844637266,90.70137031221176,1.0,66.85234683430394,7.0,6.0,19.547878678609116,Mobile,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
332.4083969394796,60.61655947735706,3.0,20.67964628857676,9.0,3.0,60.05093261470543,Mobile,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
261.4917719583684,75.93705300156114,3.0,80.88047863596444,4.0,4.0,31.451911153074512,Desktop,Easy,Urban,Medium,,,,,,,,,,,,,,,,,,
232.30779996940413,77.41045279424108,3.0,77.04114334893927,8.0,6.0,54.73396584049384,Mobile,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
361.1676288840868,73.9101064873586,2.0,49.30291089652178,8.0,4.0,53.68423805852751,Desktop,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
403.0999522495951,61.7454226923187,3.0,24.23487484550546,8.0,7.0,41.90034827327105,Tablet,Hard,Suburban,Medium,,,,,,,,,,,,,,,,,,
393.1280119116199,59.92564948092922,3.0,80.39460318280403,0.0,9.0,45.44809401842246,Mobile,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
216.07824767773616,69.61668893512832,4.0,96.4140128382506,1.0,10.0,39.05699514783407,Mobile,Medium,Suburban,Medium,,,,,,,,,,,,,,,,,,
269.0787624148785,87.59093528889048,3.0,39.21212768176113,2.0,7.0,48.95305885391242,Mobile,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
333.1263431403564,78.15400231891648,1.0,45.88196909896303,3.0,6.0,48.82059139522922,Tablet,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
397.5545127122359,64.44078501870841,2.0,34.7050311585452,9.0,5.0,31.141721940289475,Tablet,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
252.08257621547105,81.57548065972517,4.0,66.15488986758717,8.0,4.0,24.632521152897592,Mobile,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
281.4341023336183,27.27186069054887,1.0,32.3873115717964,9.0,2.0,60.12531274785724,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
189.3665025993972,87.23148550558156,4.0,48.49551547691036,5.0,3.0,48.06016020981748,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
180.3793375919329,43.904293318328506,2.0,75.76104111474103,0.0,4.0,58.0475442447388,Desktop,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
381.2525822394198,64.56338587895301,1.0,64.80927864074786,8.0,10.0,34.94394330534052,Mobile,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
435.6240028570823,53.20495158060784,5.0,50.91700514623482,5.0,2.0,32.63342343307838,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
292.7989878419666,50.57977786418641,6.0,53.61996814460335,3.0,1.0,29.822446081952133,Tablet,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
400.3532897892025,87.41240181067779,1.0,64.96887060985836,3.0,4.0,42.2886363304466,Desktop,Easy,Rural,Medium,,,,,,,,,,,,,,,,,,
336.1636025047634,62.98448198032163,7.0,20.469178230972904,2.0,9.0,48.48669431381865,Mobile,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
235.4880245394876,75.19755822596073,4.0,26.28078947628879,6.0,6.0,36.84262699188852,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
336.1395605508414,69.29619131681224,3.0,90.50064542104091,2.0,10.0,68.47236873497604,Mobile,Easy,Suburban,Medium,,,,,,,,,,,,,,,,,,
453.8036566465969,77.15561240834683,3.0,26.23031912730326,1.0,6.0,35.36778310678963,Desktop,Medium,Rural,Medium,,,,,,,,,,,,,,,,,,
296.41739608900485,71.15232836590383,0.0,76.54428769684041,9.0,4.0,48.73194203218777,Mobile,Hard,Suburban,Low,,,,,,,,,,,,,,,,,,
456.4643655814006,50.755116637171454,3.0,93.6030531287242,7.0,4.0,31.754353665046764,Desktop,Easy,Urban,Medium,,,,,,,,,,,,,,,,,,
50.0,84.94400229170711,3.0,41.65468834413849,3.0,9.0,34.9032000376353,Desktop,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
382.1902504375224,62.59365125258032,1.0,49.63931496476114,7.0,5.0,43.704936144781286,Mobile,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
308.7047068238171,46.65127152010373,0.0,65.5137124675773,0.0,4.0,32.510459088950725,Desktop,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
270.09926495341324,63.578272585511314,2.0,90.53671757108675,4.0,2.0,46.34123172089286,Desktop,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
309.17607765355024,92.51139685951466,4.0,95.35244698083362,8.0,5.0,51.60376370433603,Desktop,Hard,Suburban,Medium,,,,,,,,,,,,,,,,,,
101.24310853991072,82.7533261317024,6.0,79.16505984890145,0.0,4.0,61.40061643545292,Mobile,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
278.03281121624883,64.7702179838821,3.0,26.929580868375524,3.0,5.0,28.801455856623942,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
335.71125715117466,64.76113443522357,3.0,73.53233244278806,5.0,2.0,47.51763458373468,Mobile,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
447.7894044741517,65.17547423173926,2.0,52.82429774981296,9.0,6.0,44.070778117625736,Desktop,Hard,Urban,Low,,,,,,,,,,,,,,,,,,
248.17297817263525,100.0,1.0,57.65607995928493,7.0,5.0,17.277281108111215,Desktop,Hard,Rural,Low,,,,,,,,,,,,,,,,,,
219.1506397106812,75.7290317834733,0.0,23.931871227614163,2.0,4.0,28.068193551081336,Mobile,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
249.82429564154637,76.45062470786604,2.0,35.28497114770865,4.0,4.0,52.1242092882803,Desktop,Hard,Suburban,Low,,,,,,,,,,,,,,,,,,
391.5402117702074,85.45425181047763,6.0,83.24108860269182,6.0,2.0,24.710147790230256,Mobile,Easy,Urban,Medium,,,,,,,,,,,,,,,,,,
332.8751109659685,73.5818373853977,6.0,56.31670664382878,0.0,4.0,43.89869278967843,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
247.02397962329613,66.11436781268945,3.0,44.13297933049191,6.0,6.0,13.163362547620594,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
351.32674331133563,67.05475226372532,3.0,50.72152591719665,7.0,5.0,43.455714481090354,Mobile,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
309.70775493480403,68.92598110878905,2.0,88.35196106605441,7.0,7.0,14.19736633170904,Mobile,Hard,Urban,Medium,,,,,,,,,,,,,,,,,,
396.8644990532889,69.44166645235238,5.0,79.91992139239656,8.0,1.0,35.93132185940594,Mobile,Easy,Rural,Low,,,,,,,,,,,,,,,,,,
229.7946906122648,80.9144431545547,3.0,41.78523177448662,5.0,2.0,38.43391917326286,Mobile,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
267.2337853402232,70.77918828710949,2.0,29.400147216989865,5.0,5.0,46.84538343792233,Desktop,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
260.7891846867842,80.98960115823368,2.0,40.15985773152573,1.0,6.0,41.211733201352295,Desktop,Hard,Rural,Low,,,,,,,,,,,,,,,,,,
153.64850518678816,68.78925129837127,2.0,93.6605160843787,2.0,8.0,26.46149181061584,Desktop,Hard,Urban,Medium,,,,,,,,,,,,,,,,,,
329.6120277064576,71.17952785474137,3.0,66.52710702798043,3.0,5.0,26.74177513296781,Mobile,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
326.10552721798894,40.02698973201839,1.0,62.67841669958263,3.0,9.0,20.78837096600982,Mobile,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
300.5113456642461,83.74491512053723,6.0,67.71148797539692,7.0,1.0,48.097282566351744,Desktop,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
276.54128666248533,75.19732713846989,4.0,49.28226125972122,0.0,3.0,47.43529797393356,Desktop,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
158.46292579495858,84.97015164789478,6.0,84.56856162556102,9.0,5.0,55.04112322175724,Desktop,Easy,Rural,Medium,,,,,,,,,,,,,,,,,,
257.9354677234641,26.556169327094658,2.0,61.86289994401999,3.0,4.0,37.4978752044506,Tablet,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
265.72854834732306,100.0,5.0,29.33983222150364,3.0,2.0,18.984849169134183,Mobile,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
219.7722730778381,67.9061555776724,2.0,30.325209986325035,0.0,4.0,40.26001058607405,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
283.8714288333991,86.62274225106275,3.0,62.948731720209466,2.0,2.0,45.16570488658336,Desktop,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
340.40508568145384,54.40141109311704,6.0,94.92561744566711,4.0,3.0,27.5287651149942,Desktop,Medium,Rural,Medium,,,,,,,,,,,,,,,,,,
488.618590121053,79.19160857593855,6.0,44.6681697340959,5.0,9.0,28.952404558267745,Mobile,Hard,Urban,High,,,,,,,,,,,,,,,,,,
317.4577812831839,54.19876655239516,5.0,89.56329350873746,8.0,5.0,51.76384628636376,Mobile,Medium,Rural,Low,,,,,,,,,,,,,,,,,,
325.7550390722764,60.64346558956292,4.0,81.12764692631035,8.0,2.0,46.509323193152746,Desktop,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
292.55540842338326,98.7104703080018,3.0,39.82499543255255,8.0,6.0,61.993041355800685,Mobile,Medium,Rural,Low,,,,,,,,,,,,,,,,,,
108.12287847009586,67.1397639885498,1.0,22.907259865299395,0.0,6.0,70.83151212743009,Mobile,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
297.3486124550783,73.26149309769585,4.0,28.14778121139062,8.0,6.0,22.457870459477792,Desktop,Medium,Rural,Low,,,,,,,,,,,,,,,,,,
306.02302099410264,83.05101596033131,3.0,78.27951470779522,7.0,4.0,38.716985165872366,Mobile,Medium,Urban,Low,,,,,,,,,,,,,,,,,,
546.3242112485286,77.43522831958907,4.0,35.97357904325173,1.0,8.0,46.85451700530541,Desktop,Medium,Suburban,Medium,,,,,,,,,,,,,,,,,,
280.76390352188776,72.25628357715365,2.0,49.7016736404315,0.0,5.0,50.453600988438914,Tablet,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
330.15473423336124,75.47441503699338,2.0,60.13593328051399,0.0,8.0,60.23821776323607,Desktop,Medium,Suburban,Medium,,,,,,,,,,,,,,,,,,
296.5288230294757,100.0,4.0,78.03745347601303,5.0,9.0,55.92937446549331,Desktop,Medium,Rural,Medium,,,,,,,,,,,,,,,,,,
183.1321962380468,69.13571804449622,4.0,29.05849786073003,8.0,5.0,62.07645174842457,Mobile,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
414.28228145150206,73.01648570072452,1.0,52.50931242219692,6.0,6.0,45.92040309526005,Mobile,Medium,Rural,Low,,,,,,,,,,,,,,,,,,
375.1933032686774,85.75981594011418,2.0,58.805832731415634,4.0,6.0,35.57244379623738,Desktop,Hard,Urban,Low,,,,,,,,,,,,,,,,,,
379.1031947043047,86.58288899436975,4.0,63.266165117723176,1.0,6.0,74.2493477908101,Tablet,Medium,Suburban,Low,,,,,,,,,,,,,,,,,,
209.0612545205261,87.8054545834057,2.0,85.46885131161733,0.0,6.0,47.29987768893388,Desktop,Hard,Rural,Medium,,,,,,,,,,,,,,,,,,
440.2794310936099,79.58095333043777,3.0,33.73425560345736,1.0,2.0,41.37228764994798,Desktop,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
159.81489372077192,52.854926309042746,5.0,84.62651614612979,0.0,2.0,28.916710272374477,Mobile,Easy,Urban,Low,,,,,,,,,,,,,,,,,,
358.68570938002705,94.50147298451644,2.0,75.43027421573217,2.0,6.0,47.39202621656483,Desktop,Hard,Rural,Low,,,,,,,,,,,,,,,,,,
519.0455625809979,52.80481910471968,2.0,64.46966513591676,5.0,8.0,60.067350395547294,Desktop,Medium,Urban,Medium,,,,,,,,,,,,,,,,,,
200.9463674869312,74.5395319785855,2.0,75.96222963220575,7.0,6.0,37.49301907320904,Mobile,Hard,Urban,Low,,,,,,,,,,,,,,,,,,
