time_spent_weekly,quiz_score_avg,forum_posts,video_watched_percent,assignments_submitted,login_frequency,session_duration_avg,device_type,course_difficulty,region,engagement_level,Student_ID,Gender,Study_Hours_per_Week,Attendance_Rate,Past_Exam_Scores,Parental_Education_Level,Internet_Access_at_Home,Extracurricular_Activities,Final_Exam_Score,Pass_Fail,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,cluster,Cluster,Learner_Type
349.67141530112326,90.99033154879004,1.0,20.79753877876148,4.0,2.0,51.30025712922554,0,0,1,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
286.1735698828815,83.86950524369153,1.0,26.78129235410665,5.0,4.0,47.76036217151045,0,2,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
364.7688538100692,70.89445554880261,4.0,84.610069565038,1.0,11.0,62.805733819022336,1,0,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
452.30298564080255,60.2959483344164,1.0,81.71786758876851,9.0,2.0,37.976527458444565,1,2,1,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
276.5846625276664,80.47334970420386,3.0,93.21110563239168,9.0,4.0,43.21218351051874,0,0,1,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
276.586304305082,75.90228078132624,1.0,88.36123487285997,0.0,5.0,51.31491927417854,0,1,1,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
457.9212815507392,83.42789830041599,2.0,74.65404505918545,3.0,4.0,46.08622556592756,0,0,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
376.7434729152909,79.52757702522955,5.0,24.186628584053025,6.0,4.0,46.01870161201332,0,0,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
253.0525614065048,85.74329072979003,4.0,82.6278894389326,5.0,1.0,58.49668804989469,2,2,1,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
354.25600435859644,61.97147182659148,3.0,87.64086486724483,9.0,2.0,19.5591774072066,1,0,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
253.65823071875377,89.76091098451488,3.0,83.92657166175636,0.0,9.0,75.50188617708358,0,2,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
253.42702464297432,72.963994070386,5.0,60.67832282464209,0.0,6.0,52.28850026976842,0,1,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
324.1962271566034,100.0,3.0,38.63214709195853,7.0,7.0,38.99608005278614,2,0,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
108.67197553422022,59.66218272865648,2.0,87.62639805509814,3.0,6.0,69.42079362523185,1,2,1,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
127.50821674869673,96.03945704747876,1.0,78.17302477921108,4.0,4.0,46.553010760556006,1,1,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
243.77124707590272,72.96866175193972,2.0,98.46089395110812,6.0,10.0,46.94847806394386,0,2,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
198.71688796655764,60.22872994578327,1.0,32.45540782047463,7.0,3.0,41.77945075970055,1,1,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
331.4247332595274,62.741712489185176,2.0,38.053166644164406,9.0,9.0,67.0154049580133,0,0,1,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
209.1975924478789,65.1947903770852,1.0,36.943851990520216,6.0,0.0,44.859735312481625,1,0,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
158.76962986647086,76.36248919602875,3.0,83.40318140970695,1.0,8.0,36.623760512088026,2,0,2,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
446.5648768921554,77.8425323205325,3.0,34.95258371600946,3.0,7.0,59.981594532897766,0,2,2,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
277.4223699513464,61.394499940921314,6.0,25.332786385864487,9.0,1.0,62.74433063633048,0,2,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
306.7528204687924,69.63468111608526,5.0,99.8848645268503,0.0,3.0,69.0991247050821,0,0,1,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
157.5251813786543,100.0,6.0,21.98537691561193,9.0,4.0,54.50398563074451,0,2,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
245.56172754748167,95.91314755151066,1.0,86.81952481270925,8.0,4.0,62.19399742864725,0,0,1,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
311.0922589709866,76.54485504511048,2.0,49.22934732405223,2.0,5.0,41.11120211102561,2,1,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
184.90064225776973,70.570052172523,4.0,87.32923678062522,2.0,8.0,60.3869912992246,0,0,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
337.5698018345672,71.80046990077392,2.0,64.36963929689159,9.0,8.0,56.137839089008,1,0,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
239.9361310081195,79.20276959095625,1.0,92.1304983589088,8.0,4.0,52.956904034139896,1,2,1,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
270.8306250206723,54.65811152202392,4.0,94.09543891317011,9.0,1.0,21.643128588494555,2,0,1,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
239.82933877706031,66.13935193864982,4.0,20.72785450246208,2.0,7.0,39.17739039683888,1,2,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
485.2278184508938,44.97123889183616,1.0,26.032974079423063,7.0,3.0,44.31427489980214,0,2,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
298.6502775262066,75.98834683907918,4.0,40.02869836566844,1.0,2.0,52.97394040852842,0,1,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
194.22890710441,79.70793909554112,3.0,73.54523330908013,2.0,7.0,81.0110566308669,0,2,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
382.2544912103189,62.75220306550939,1.0,91.06177572092048,1.0,2.0,57.88865874528136,1,2,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
177.91563500289777,93.6098014493505,2.0,56.79535610351702,0.0,8.0,32.84979958842957,0,1,2,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
320.8863595004755,51.61351505496488,1.0,68.55784930194123,1.0,6.0,37.79634720226324,0,1,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
104.03298761202244,48.0343767968527,2.0,35.07998822364489,7.0,4.0,65.84795553525987,0,2,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
167.18139511015696,73.36677727839958,2.0,84.39734671053483,8.0,6.0,37.13669678823199,1,2,1,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
319.68612358691234,85.70647453918232,3.0,97.38624890827758,1.0,5.0,60.28056746282021,0,2,0,2,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
373.846657999541,95.25891537186804,4.0,41.4879146331678,6.0,3.0,46.758331353535134,0,2,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
317.1368281189971,63.1167360569659,4.0,59.58607612804371,4.0,9.0,42.50416590800361,0,1,2,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
288.4351717611759,86.18021250146944,0.0,26.889288840509906,2.0,5.0,37.36401915063123,1,2,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
269.8896304410711,69.42237295748939,3.0,64.73093251703747,8.0,5.0,10.0,1,0,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,2,1,Visual Learners
152.14780096325725,67.41059050088771,0.0,60.222675347734445,5.0,6.0,53.09626686301204,0,0,0,1,234,0,26.13276836158192,78.10772200742244,77.87146892655367,0,0,0,58.771186440677965,0,0,2,4,1,1,66.089,69.169,68.054,0,1,Visual Learners
